PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag
85,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,178,2,2,0,Married,12TH,29,F,10000,126,0,1,0,-99999,0,-99999,0,1,0,1,0,-99999,0,0,others,PL,679,P2
86,-99999,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,1,1,1,38,5,5,3,Married,GRADUATE,31,M,54000,244,1,0.5,0.964,-99999,0,-99999,0,1,1,1,1,0.491,1,0,CC,others,660,P3
87,-99999,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,19,5,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,592,0,0,0,Married,SSC,63,M,8500,90,1,0,0.516,-99999,0,0.516,1,0,0,0,0,7.518,0,0,PL,PL,694,P2
88,18,25,25,1,3,3,0,0,0,0,0,0,0,35,8,16,0,0,0,0,0,0,0,0,0,3,15,0,0,0,2,1,2,90,6,4,1,Single,GRADUATE,26,M,25000,42,0.455,0.333,0.685,-99999,0,-99999,0,0.5,0,0.5,0,14.332,0,0,others,others,682,P2
89,72,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,158,2,1,0,Married,SSC,39,M,25000,128,0.667,1,0.724,-99999,0,-99999,0,0,0,0,0,0.984,0,0,others,others,693,P2
90,63,33,33,1,92,92,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92,7,0,0,0,3,0,0,7,1,1,1,Married,GRADUATE,35,M,43000,131,0.4,0,0.644,-99999,0,0.644,1,0,0,0,0,6.977,1,0,ConsumerLoan,PL,647,P4
91,93,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,191,1,0,0,Married,12TH,29,M,20000,95,1,0.667,0.749,-99999,0,-99999,0,0,0,0,0,1.891,0,0,others,ConsumerLoan,684,P2
92,370,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,13,6,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,1,114,1,1,0,Married,GRADUATE,38,M,12,306,0.5,1,0.969,-99999,0,0.969,1,1,0,0.333,0,62083.333,0,0,PL,PL,680,P2
93,72,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,148,4,1,0,Married,12TH,35,F,40000,130,0.857,0.667,0.697,-99999,0,0.931,1,0,0,0,0,4.568,0,0,others,others,686,P2
94,296,31,4,18,177,25,2,2,0,25,25,5,4,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,2,0,0,1160,0,0,0,Married,SSC,41,M,23000,181,0.5,0,0,-99999,0,0,1,0,0,0,0,3.821,0,0,ConsumerLoan,others,687,P2
95,271,9,9,1,2,2,0,1,1,-99999,2,0,0,8,1,5,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,17,1,1,1,Single,12TH,28,M,30000,101,0.25,0,0.972,-99999,0,-99999,0,0,0,0,0,7.409,1,0,ConsumerLoan,others,693,P2
96,45,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Single,12TH,23,M,18000,63,1,1,0.729,-99999,0,0.931,1,0,0,0,0,2.789,0,0,others,others,692,P2
97,52,25,11,14,90,30,0,1,1,0,30,7,1,0,0,0,0,0,0,0,0,0,0,0,0,30,8,0,0,0,0,0,0,135,3,1,0,Married,GRADUATE,33,M,40000,110,0.5,0.5,0.773,-99999,0,-99999,0,0,0,0,0,-99999,0,0,AL,others,675,P2
98,20,7,7,1,58,58,0,1,1,0,58,1,0,122,19,41,0,0,0,0,0,0,0,0,0,58,18,0,0,0,1,0,0,4,12,6,6,Married,GRADUATE,27,M,35000,128,0.391,0.5,0.789,-99999,0,0.352,1,0,0,0,0,4.965,1,0,ConsumerLoan,ConsumerLoan,697,P2
99,75,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,2,73,4,2,2,Married,GRADUATE,46,M,25000,78,0.875,0.5,0.599,-99999,0,0.914,1,0,0,0,0,6.301,0,0,others,others,703,P1
100,100,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1248,0,0,0,Married,UNDER GRADUATE,33,M,38500,167,0.167,0,0.408,-99999,0,-99999,0,0,0,0,0,-99999,1,0,AL,AL,695,P2
101,705,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,Single,GRADUATE,25,M,34200,74,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,others,668,P3
102,283,33,28,4,90,61,0,0,0,-99999,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,61,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,41,F,10000,187,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,662,P3
103,-99999,18,15,4,60,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,0,0,3,2,2,22,3,2,1,Single,GRADUATE,30,M,24000,77,1,0,0.969,-99999,0,-99999,0,1,0,0.667,0,-99999,0,1,PL,HL,662,P3
104,90,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,5,2,2,2,1,1,1,64,4,4,4,Married,POST-GRADUATE,32,M,19000,107,0,1,0,-99999,0,-99999,0,1,1,1,1,-99999,1,0,CC,others,659,P3
105,51,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,85,3,3,1,Married,OTHERS,24,M,11500,65,1,1,0.932,-99999,0,-99999,0,1,0,1,0,10.435,0,0,PL,others,678,P2
106,215,22,15,4,139,139,0,0,0,-99999,0,3,2,26,0,0,0,0,0,11,0,0,0,0,0,139,17,0,0,0,1,0,1,170,4,3,0,Married,GRADUATE,45,M,14300,29,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,ConsumerLoan,HL,720,P1
107,392,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,632,0,0,0,Married,GRADUATE,26,M,15000,66,0.286,1,0.884,-99999,0,-99999,0,0,0,0,0,3.067,0,0,ConsumerLoan,PL,685,P2
108,79,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,SSC,42,M,80000,57,1,1,1,-99999,0,-99999,0,0,0,0,0,1.25,0,0,others,others,678,P2
109,16,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,210,5,0,0,Single,12TH,31,M,25000,100,1,1,0.829,-99999,0,-99999,0,0,0,0,0,5.6,0,0,PL,PL,692,P2
110,-99999,35,2,16,150,150,1,1,0,150,150,16,14,0,0,0,0,0,0,0,0,0,0,0,0,150,2,0,0,0,0,0,0,3,1,1,1,Married,GRADUATE,37,F,45000,305,1,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,others,668,P3
111,1492,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,233,1,0,0,Married,GRADUATE,49,M,28000,126,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,690,P2
112,113,35,2,14,60,26,4,6,2,54,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,495,0,0,0,Married,GRADUATE,35,M,35000,61,0.333,0,1,-99999,0,-99999,0,0,0,0,0,-99999,0,1,AL,AL,690,P2
113,41,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,469,0,0,0,Single,12TH,21,M,30000,150,1,0,0.638,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,677,P2
114,57,35,16,13,60,60,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,0,0,0,3,2,3,57,5,2,2,Married,GRADUATE,36,M,15000,54,0.5,0.333,0.701,-99999,0,1,1,0.667,0,0.667,0,5.123,1,0,PL,AL,666,P3
115,49,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,14,2,2,2,4,0,3,6,12,8,7,Single,12TH,22,M,23000,33,0.429,0.714,0.786,1,1,-99999,1,0,1,0,1,0.719,1,0,ConsumerLoan,ConsumerLoan,638,P4
116,3992,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,GRADUATE,47,F,20000,130,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,1,others,others,693,P2
117,68,30,22,4,60,60,0,0,0,0,0,3,0,18,5,11,0,0,0,0,0,0,0,0,0,60,9,0,0,0,2,0,0,27,2,1,1,Married,GRADUATE,32,M,32000,107,0.5,0,0.738,-99999,0,0.814,1,0,0,0,0,9.149,0,0,ConsumerLoan,others,665,P3
118,39,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,21,3,2,1,Married,12TH,31,M,15000,30,0.333,0.667,0.431,-99999,0,-99999,0,0,0,0,0,2.137,0,0,ConsumerLoan,others,688,P2
119,72,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,266,3,0,0,Married,SSC,39,M,25000,62,1,0,0.705,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,677,P2
120,-99999,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,13,5,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,1,1,Single,12TH,25,M,25000,63,1,0,1.094,-99999,0,-99999,0,0,0,0,0,-99999,1,0,ConsumerLoan,ConsumerLoan,681,P2
121,108,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,46,F,28000,136,1,0,0.992,-99999,0,-99999,0,0,0,0,0,0.714,0,0,others,others,679,P2
122,176,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,796,0,0,0,Married,12TH,36,M,25000,180,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,679,P2
123,61,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,2,3,2,1,Married,OTHERS,42,M,27000,101,1,0.5,0.777,-99999,0,-99999,0,1,0,1,0,0.285,0,0,others,others,673,P2
124,50,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,93,2,2,0,Married,GRADUATE,48,M,15000,246,0.667,1,0.981,-99999,0,-99999,1,1,0,1,0,8.6,0,0,ConsumerLoan,PL,677,P2
125,495,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2388,0,0,0,Married,GRADUATE,54,M,21000,48,0,0,0,-99999,0,-99999,1,0,0,0,0,-99999,1,0,others,others,746,P1
126,47,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,2,3,3,2,Married,GRADUATE,33,M,28000,131,0.5,0.667,0.651,-99999,0,-99999,0,0,1,0,1,1.646,0,0,CC,ConsumerLoan,676,P2
127,1969,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,UNDER GRADUATE,32,M,20000,77,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,693,P2
128,43,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,285,1,0,0,Single,UNDER GRADUATE,21,M,28000,44,1,0.5,0.855,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,688,P2
129,38,5,3,3,24,23,3,3,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,3,0,1,1,0,0,3,8,2,1,Married,UNDER GRADUATE,31,M,17002,50,1,0,0.3,-99999,0,-99999,0,0,0,0,0,2.441,0,0,ConsumerLoan,AL,663,P3
130,922,30,30,1,180,180,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,180,4,0,0,0,1,0,1,298,2,0,0,Married,UNDER GRADUATE,35,M,20000,34,1,0,0.052,-99999,0,-99999,0,0,0,0,0,-99999,0,0,PL,others,652,P4
131,107,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,756,0,0,0,Married,GRADUATE,45,M,20000,94,1,0,0.151,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,694,P2
132,53,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,270,1,0,0,Single,SSC,23,M,15500,78,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,ConsumerLoan,676,P2
133,96,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,417,0,0,0,Married,SSC,26,M,17000,30,1,0,0.483,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,685,P2
134,76,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,18,4,3,3,Single,GRADUATE,21,M,25000,43,0.75,0.75,1.115,-99999,0,1,1,1,0,1,0,11.72,0,0,others,ConsumerLoan,648,P4
135,92,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,10,16,14,9,Married,12TH,46,M,27000,116,1,1,0.543,-99999,0,-99999,0,0,0,0,0,2.259,0,0,ConsumerLoan,ConsumerLoan,630,P4
136,39,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,17,4,10,0,0,0,0,0,0,0,0,0,0,12,2,0,0,1,0,0,54,8,7,2,Single,GRADUATE,30,M,50000,37,0.571,0.667,0.666,0.969,1,0.521,1,0,0,0,0,7.071,1,0,others,CC,694,P2
137,658,35,26,9,96,66,0,0,0,-99999,-99999,6,4,0,0,0,0,0,0,0,0,0,0,0,0,62,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,12TH,35,M,18000,42,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,664,P3
138,48,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,46,2,1,1,Married,SSC,33,M,30000,94,0.75,0,0.091,-99999,0,-99999,0,0,0,0,0,0.835,0,0,ConsumerLoan,others,671,P2
139,31,14,14,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,5,4,5,2,11,10,8,Single,12TH,21,M,25000,56,0.833,0.5,0.494,-99999,0,0.747,1,0.8,0,0.8,0,2.356,0,0,ConsumerLoan,others,635,P4
140,31,-99999,-99999,0,-99999,0,0,0,0,-99999,0,0,0,21,13,21,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,3,2,2,Single,12TH,27,M,12000,70,0.8,0.25,1.051,-99999,0,-99999,0,0,0,0,0,-99999,1,0,ConsumerLoan,others,685,P2
141,73,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,115,1,1,0,Married,SSC,25,M,15000,128,1,1,0.8,-99999,0,-99999,0,0,0,0,0,1.07,0,0,others,others,682,P2
142,38,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,24,4,13,0,0,0,0,0,0,0,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,Married,GRADUATE,44,M,30000,123,0.286,0,0.873,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,708,P1
143,987,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1596,0,0,0,Single,GRADUATE,33,M,15000,125,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,683,P2
144,597,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1999,0,0,0,Married,12TH,28,M,9000,75,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,703,P1
145,48,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,26,5,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,363,1,0,0,Married,OTHERS,43,M,30000,191,0.667,0,2.167,-99999,0,-99999,0,0,0,0,0,0,0,0,others,others,720,P1
146,19,20,12,4,52,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,2,0,1,6,3,4,18,16,7,3,Married,UNDER GRADUATE,27,M,24500,65,0.75,0.5,0.603,-99999,0,-99999,0,0.75,0,0.5,0,7.278,0,0,PL,others,646,P4
147,32,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,14,2,6,4,1,1,3,11,6,3,Single,GRADUATE,25,M,35000,45,0.727,0.5,0.566,0.915,1,0.593,1,1,0.333,0.25,0.143,11.732,0,0,PL,CC,669,P2
148,37,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,221,1,0,0,Single,12TH,25,M,18326,69,1,0,0.353,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,ConsumerLoan,686,P2
149,410,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1105,0,0,0,Married,SSC,26,M,14000,48,0,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,686,P2
150,986,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,7,3,3,3,Single,SSC,23,M,12000,34,0.5,1,1,-99999,0,-99999,0,1,0,1,0,1.02,1,0,PL,others,669,P2
151,92,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,353,1,0,0,Married,SSC,32,M,36000,134,0.2,0.933,0.943,-99999,0,-99999,0,0,0,0,0,0.469,1,0,others,others,682,P2
152,54,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,48,3,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,2,1,1,Married,GRADUATE,36,M,35000,130,0.667,0,0.914,-99999,0,-99999,0,0,0,0,0,-99999,1,1,ConsumerLoan,others,689,P2
153,31,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,90,3,1,1,Married,12TH,24,M,20000,66,1,0.5,0.592,-99999,0,-99999,0,0,1,0,1,1.13,0,0,CC,ConsumerLoan,671,P2
154,57,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,728,0,0,0,Married,12TH,39,M,29000,69,1,0,0.102,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,694,P2
155,411,18,15,2,5,5,0,0,0,-99999,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,237,1,0,0,Married,12TH,33,M,33000,149,0.333,0,0,-99999,0,-99999,0,0,0,0,0,0.176,0,0,others,others,665,P3
156,34,15,13,2,30,30,0,0,0,0,0,0,0,8,3,8,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,538,0,0,0,Single,SSC,33,M,20000,100,0.5,0,0.785,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,673,P2
157,883,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,282,1,0,0,Married,POST-GRADUATE,38,M,45000,69,0,0,0,-99999,1,-99999,0,0,0,0,0,-99999,0,0,others,CC,706,P1
158,40,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,29,4,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,122,2,1,0,Single,GRADUATE,27,M,55000,195,0.6,0.5,0.798,-99999,0,0.829,1,0,0,0,0,4.618,0,0,others,ConsumerLoan,698,P2
159,44,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,16,2,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,2,2,1,Married,12TH,52,M,25000,244,0.059,1,1.005,-99999,0,-99999,0,0,0,0,0,2,1,0,others,ConsumerLoan,715,P1
160,36,6,4,2,10,10,1,2,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,3,5,3,1,Single,12TH,23,M,19000,71,1,0.5,0.842,-99999,0,-99999,0,0,0,0,0,0.947,0,0,ConsumerLoan,others,665,P3
161,66,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,31,4,9,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,54,2,2,1,Married,UNDER GRADUATE,41,M,20000,60,0.429,0.5,0.994,-99999,0,-99999,0,0,1,0,1,-99999,1,0,CC,ConsumerLoan,704,P1
162,492,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1772,0,0,0,Married,12TH,38,M,20000,64,0.6,0,0.713,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,others,698,P2
163,114,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,51,14,25,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,2,2,1,Married,GRADUATE,43,M,20000,222,0.8,1,0.633,-99999,0,0.504,1,0,0,0,0,14.25,0,0,HL,HL,716,P1
164,115,22,21,2,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,807,0,0,0,Single,GRADUATE,24,M,11000,14,1,0,0,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,673,P2
165,50,-99999,-99999,0,-99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,3,4,8,11,7,4,Married,12TH,39,M,20000,51,0.6,0.75,0.938,-99999,0,0.946,1,0.75,0,0.75,0,8.276,0,0,ConsumerLoan,others,659,P3
166,77,35,1,3,24,24,1,1,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,3,2,2,12,7,5,4,Married,GRADUATE,31,M,20000,71,0.2,0.333,0.867,-99999,0,-99999,0,1,0,0.667,0,11.949,1,0,ConsumerLoan,ConsumerLoan,664,P3
167,379,26,26,1,89,89,0,0,0,0,0,1,1,88,10,17,0,0,0,0,0,0,0,0,0,89,4,0,0,0,0,0,0,1075,0,0,0,Married,12TH,47,M,25000,128,0.231,1,0.92,-99999,0,-99999,0,0,0,0,0,-99999,1,0,AL,AL,691,P2
168,86,3,3,1,29,29,1,1,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,29,2,2,1,Married,12TH,48,M,15000,120,0.667,1,0.988,-99999,0,-99999,0,0,0,0,0,-99999,0,0,ConsumerLoan,HL,680,P2
169,1650,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,23,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1930,0,0,0,Married,SSC,64,M,60000,362,0.857,0,0.708,-99999,0,-99999,0,0,0,0,0,-99999,0,0,others,others,707,P1
170,152,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,2,2,Married,SSC,24,M,30000,45,1,1,1.002,-99999,0,-99999,0,0,0,0,0,-99999,1,0,others,ConsumerLoan,681,P2
171,36,25,25,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,1,0,0,6,6,6,24,12,12,6,Single,GRADUATE,33,M,15000,43,0.75,1,0.85,-99999,0,-99999,0,1,0,1,0,2.017,0,0,PL,ConsumerLoan,623,P4
172,64,-99999,-99999,0,-99999,0,0,0,0,-99999,-99999,0,0,33,5,11,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,1,83,2,2,2,Married,12TH,26,M,25000,102,1,0,0.787,-99999,0,-99999,0,1,0,1,0,-99999,0,0,PL,CC,673,P2
